,feature,combined_importance,xgb_shap,cat_shap,lgb_shap,mlp_perm,xgb_rank,cat_rank,lgb_rank,mlp_rank
1,mkt_spread,0.27040209838575174,4.1982164,3.8958792323651017,4.008310874151329,0.03712871074676514,1,1,1,1
2,elo_diff,0.07117098149556055,1.4418285,1.0125402968457695,1.3421261696685103,0.0071954488754272464,2,2,2,3
3,mkt_spread_vs_model,0.05348897906767857,0.38129574,0.1453070033481373,0.4469425503238838,0.022231173515319825,5,18,5,2
4,ref_home_whistle,0.028469306285497507,0.46004385,0.44027133898683735,0.45999229071580205,0.0030609607696533204,3,3,4,8
5,fatigue_x_quality,0.020544586417739142,0.19418114,0.2657258546083579,0.15751846281352203,0.004683053493499756,13,5,13,5
6,orb_pct_diff,0.01962202255357675,0.26457277,0.2358199990840494,0.2247635996200743,0.0040940046310424805,6,7,8,6
7,neutral_em_diff,0.01822928274155283,0.39257738,0.0996148231400751,0.7157881380157685,0.0022212982177734373,4,30,3,12
8,pit_sos_diff,0.016956204909709716,0.15436766,0.14386765019123335,0.09913243616753024,0.005458939075469971,19,19,23,4
9,pace_adj_margin_diff,0.0157690725056141,0.23010442,0.28828137609101695,0.23848447685392657,0.0010616779327392578,9,4,6,27
10,threepct_diff,0.014183733153170222,0.2485285,0.16898336273124484,0.20630178183905573,0.0025412917137145998,7,16,9,9
11,roll_dominance_diff,0.01389866038127287,0.22002012,0.2082482406728443,0.12955019414777175,0.002258408069610596,10,10,16,11
12,crowd_pct,0.01236654184818295,0.24734485,0.1699840236248772,0.22647677772717703,0.0014118194580078126,8,15,7,20
13,opp_suppression_diff,0.011626345744526357,0.068185404,0.19616010367356604,0.07011040963998254,0.002055370807647705,96,12,37,13
14,roll_ats_margin_gated,0.011095067795381471,0.21124145,0.13357895234757916,0.1843674710759754,0.0017647504806518554,11,21,11,16
15,venue_advantage,0.010708523897626042,0.10320041,0.2572901408052001,0.056548667578107,0.0004428982734680176,50,6,52,68
16,ato_diff,0.01034542853760568,0.19336887,0.18271289800213197,0.18898595567331125,0.00048339366912841797,14,14,10,64
17,win_pct_diff,0.009089277469719789,0.022713516,0.2081879282571076,0.010209717347820108,0.0009869098663330077,120,11,120,29
18,adj_oe_diff,0.008744679665210052,0.12082433,0.18993805579705056,0.044068184522135775,0.0006442546844482421,30,13,71,48
19,drb_pct_diff,0.008733922198447394,0.17196454,0.1629463787057565,0.07288771735105869,0.0008008718490600586,16,17,34,40
20,opp_to_rate_diff,0.008533301619575067,0.12780684,0.10591379429034152,0.06637009849377315,0.0018929243087768555,25,27,41,14
21,form_x_familiarity,0.008520016578786168,0.07241646,0.21672273831541639,0.04351066035321384,0.00016962289810180665,91,8,73,103
22,hca_pts,0.008311068051527957,0.107333645,0.0981164166913955,0.12026372176391656,0.0016127943992614747,40,31,17,18
23,form_diff,0.008125902345115872,0.067817524,0.20877847093142154,0.02361581644631962,0.000245821475982666,97,9,105,91
24,opp_orb_pct_diff,0.008123820115922933,0.098526694,0.10677580056449322,0.11349553771150066,0.001422727108001709,54,26,20,19
25,three_rate_diff,0.008051545352890786,0.15965134,0.13765132077800452,0.1658818213027535,0.0003096938133239746,17,20,12,85
26,assist_rate_diff,0.007934988459424395,0.19011667,0.13052165977655156,0.14232737923049205,0.0004506230354309082,15,22,15,67
27,twopt_diff,0.007850431701792282,0.14657904,0.10815375301638373,0.10642609992503585,0.0011674761772155762,20,25,21,25
28,pace_control_diff,0.00727770307714296,0.108348414,0.07044964850210277,0.08381823791229513,0.0017975926399230956,39,33,27,15
29,blocks_diff,0.006967538375626473,0.19570045,0.10306633414363184,0.1431034198426442,0.0004080653190612793,12,29,14,74
30,neutral,0.006927588884738125,0.052645575,0.00976962057350123,0.011202789605431354,0.0033446788787841798,108,120,119,7
31,pyth_residual_diff,0.00609910414223141,0.1380626,0.10351094218383701,0.11504002938168895,0.00027267932891845704,22,28,18,89
32,opp_ppg_diff,0.005769312882461497,0.08596535,0.017364062324109395,0.04584519178541078,0.0022618889808654783,71,109,69,10
33,common_opp_diff,0.005624979487832573,0.070770234,0.046040575822533285,0.03904058445608368,0.0017480850219726562,93,49,84,17
34,ppp_diff,0.005501478181085474,0.05149888,0.11852881395791554,0.055387388874055296,0.0003055572509765625,110,23,54,86
35,roll_drought_diff,0.005266339774667973,0.08148471,0.06488256010250185,0.03382046486826744,0.0012173056602478027,79,36,94,23
36,tempo_avg,0.005237930070108896,0.15553759,0.052670580107676855,0.09523076087448178,0.000817561149597168,18,42,24,37
37,roll_rotation_diff,0.005208641256430329,0.13330954,0.06697285494464685,0.11401720857743278,0.0004767775535583496,24,34,19,65
38,matchup_orb,0.00516658958511723,0.10343713,0.0745859373216407,0.08651313858389517,0.0005783557891845704,49,32,25,57
39,consistency_diff,0.005126926545989976,0.09600902,0.040807873971872424,0.06811559773214988,0.001313769817352295,58,54,39,21
40,to_conversion_diff,0.0050884569909422925,0.12495562,0.05687933758287455,0.0777140776203368,0.0008588314056396484,28,41,30,34
41,espn_wp_edge,0.005041565350152983,0.117072694,0.059207282473679325,0.10614705361150782,0.0006238937377929688,31,40,22,51
42,roll_run_diff,0.004993178969581262,0.10945087,0.1127918896571621,0.05229366299832984,0.0,37,24,60,127
43,to_margin_diff,0.004796114061924416,0.109575644,0.06115457693644036,0.050633143793473626,0.0008442282676696777,36,37,63,35
44,ref_foul_rate,0.00473725731378527,0.13406684,0.04852943895914019,0.08452801904430528,0.0007515549659729004,23,45,26,41
45,margin_skew_diff,0.00472295613126035,0.079659596,0.03808337304354407,0.051480908976706784,0.0012996912002563477,80,58,61,22
46,roll_ats_diff_gated,0.004706458741796708,0.10673988,0.06584644286333685,0.07504656679238095,0.0005562305450439453,41,35,32,59
47,opp_efg_diff,0.004544794852288525,0.0880998,0.06030970070373297,0.073286560544696,0.0006316661834716797,67,38,33,49
48,steals_diff,0.004401913670511049,0.14213432,0.03374985175125171,0.0641873302172428,0.0009527087211608886,21,71,44,31
49,roll_bench_pts_diff,0.004385759102913463,0.12513311,0.05970772754926619,0.0789676592540977,0.0004193305969238281,27,39,29,72
50,pace_leverage,0.004329802114232463,0.08255272,0.03244047050271164,0.04836574370437111,0.0012030839920043946,76,74,65,24
51,season_phase,0.00418098031144723,0.1258814,0.04155750967863147,0.0776044033384131,0.000646209716796875,26,53,31,47
52,is_lookahead,0.004114636635958242,0.07362778,0.04763793567890797,0.0827758203972596,0.0006062626838684082,89,46,28,55
53,fastbreak_diff,0.004087454625671668,0.097272746,0.043129704820096905,0.050909223074256604,0.0008211970329284668,56,51,62,36
54,opp_adj_form_diff,0.003733279793981767,0.08332901,0.04254381361628643,0.042678959598249674,0.0007328629493713379,73,52,76,42
55,scoring_source_entropy_diff,0.0036734432786027895,0.10236414,0.02328213684585367,0.042469739574987724,0.001001262664794922,52,96,77,28
56,win_aging_diff,0.0036070604718955006,0.07952942,0.03409437728055743,0.0468529277387376,0.0008011102676391601,81,69,66,39
57,matchup_efg,0.003590271283203776,0.10995466,0.03905366217560163,0.05495975740195088,0.0005660414695739746,35,56,57,58
58,wl_momentum_diff,0.003495416616385161,0.12341253,0.0367542527443413,0.07258204990062639,0.00040360689163208006,29,62,35,76
59,info_gain_diff,0.0034395624207482784,0.105289355,0.04719965160493345,0.065789347911245,0.00027720928192138673,45,47,42,88
60,overreaction_diff,0.0034126961240348304,0.09366625,0.05074346959216325,0.06954963574421924,0.00020459890365600585,62,44,38,98
61,roll_bench_share_diff,0.003351162450949911,0.09120916,0.01016531298828777,0.03795967796537489,0.0011260509490966797,64,117,86,26
62,luck_diff,0.003328934346553418,0.08999399,0.046376583502968964,0.05675060953362655,0.00033363103866577146,66,48,51,82
63,recovery_diff,0.0032979151022915695,0.10541599,0.02231303862864737,0.05593070667930277,0.0007187724113464355,44,98,53,45
64,ppp_divergence_diff,0.0032140295796894906,0.116778225,0.0332112801217649,0.05363136303140802,0.000459754467010498,32,72,58,66
65,n_common_opps,0.003213486779816836,0.050368354,0.03437447618924138,0.008366120525098268,0.000917351245880127,112,67,122,32
66,three_divergence_diff,0.0031776047776808578,0.08188274,0.01650956774928094,0.045930968689990394,0.0008891940116882325,78,111,68,33
67,roll_top3_share_diff,0.003164495068845783,0.108677894,0.03174539935140339,0.03632445054297408,0.0005962729454040527,38,75,89,56
68,streak_diff,0.0031517122912783605,0.06741153,0.024058246539901525,0.04169668473008832,0.0008048892021179199,98,92,79,38
69,regression_diff,0.0031281155081782463,0.096795015,0.04466642647450297,0.03537182499122291,0.000379788875579834,57,50,90,78
70,games_since_blowout_diff,0.003008365197499532,0.054871093,0.037292651977241124,0.025475543855231153,0.0006279706954956055,107,61,103,50
71,fatigue_diff,0.002999424096694059,0.09232153,0.022926542303012852,0.03397818209528855,0.0007273435592651367,63,97,93,43
72,season_pct_avg,0.002993360858619885,0.052574098,0.017873554013701488,0.06477883544421806,0.0007189631462097168,109,105,43,44
73,scoring_var_diff,0.0029811294342615598,0.1037098,0.03525902138707484,0.06704874846282592,0.0002430558204650879,48,64,40,93
74,margin_accel_diff,0.002867572807997834,0.10621807,0.03293926969520084,0.0707693144413065,0.00019257068634033204,42,73,36,100
75,margin_trend_diff,0.0026805299567297927,0.09513632,0.02939819331430697,0.0504243647499497,0.0003208279609680176,59,80,64,84
76,steal_foul_diff,0.0026574187570011917,0.10449802,0.024028669405756837,0.04154008760157775,0.00043976306915283203,46,93,80,69
77,roll_star1_share_diff,0.0026265197532148563,0.0978838,0.026955562636153268,0.04099045107267944,0.0003912806510925293,55,86,81,77
78,rest_x_defense,0.002600429955060752,0.06734515,0.038661898533924544,0.022711119045794176,0.0003676056861877441,99,57,107,81
79,ref_ou_bias,0.002591297783652883,0.09115147,0.018638202338611385,0.04290578583802355,0.0005291104316711426,65,104,75,61
80,roll_lead_change_avg,0.0025656490909409307,0.10617899,0.03506177863813258,0.05785794661431297,7.669925689697265e-05,43,65,50,119
81,scoring_entropy_diff,0.002549600576863321,0.07938353,0.022196292725586347,0.05310788153642709,0.0004059195518493652,82,99,59,75
82,efg_diff,0.002540715606656505,0.07406527,0.052019972301305756,0.02193793787857404,7.925033569335937e-05,88,43,108,118
83,adj_de_diff,0.002540083103796979,0.10006896,0.035030244144090575,0.06038251342472575,6.320476531982422e-05,53,66,47,122
84,games_last_14_diff,0.0025347630371516236,0.029018762,0.010155477677132999,0.018519580869179358,0.0009821176528930664,117,118,114,30
85,sos_diff,0.0025223118198106857,0.051178873,0.029225349300873383,0.020551227224840384,0.0005550980567932129,111,81,110,60
86,paint_pts_diff,0.0024772678660005256,0.11454702,0.03387714855884579,0.06131745850296086,5.078315734863281e-06,33,70,46,125
87,is_early,0.002474479666388882,0.001217852,0.03911290145630141,0.0,0.0006201982498168946,127,55,127,52
88,days_since_loss_diff,0.002464935075817828,0.10245895,0.03060570321931128,0.059230820111266715,0.00010437965393066407,51,77,48,115
89,mkt_total,0.0024523831545282372,0.0872417,0.03756283979807451,0.03521336696019663,0.00017120838165283204,68,60,91,102
90,roll_top3_dep_diff,0.0024414573570656164,0.061116166,0.03786633677067452,0.026769470826973146,0.00028617382049560546,104,59,102,87
91,roll_hhi_diff,0.002441212500131032,0.07490798,0.02483436033899256,0.021912084395710053,0.0005182862281799316,86,89,109,62
92,matchup_to,0.002399430385458551,0.072484285,0.019996555566445424,0.03285583172533494,0.0005177736282348632,90,103,97,63
93,ppg_diff,0.0023386162545611126,0.069654666,0.013124936050563793,0.03454215864567129,0.0006064772605895996,95,114,92,54
94,rest_effect_diff,0.002325623096759907,0.077954195,0.027459802934312164,0.03355430445782509,0.000322723388671875,83,84,95,83
95,score_kurtosis_diff,0.0023186173937038753,0.09419123,0.035321260760198196,0.03271377041744038,0.00013766288757324218,61,63,99,109
96,clutch_ratio_diff,0.0022503203689469907,0.10396807,0.01672052264693058,0.055332986411773186,0.0002630710601806641,47,110,55,90
97,ref_pace_impact,0.0022446932164072887,0.024262814,0.02340242202492803,0.015418793446005058,0.000617825984954834,119,95,116,53
98,three_value_diff,0.0021787601824932263,0.07520391,0.02719718370259201,0.03901888782151459,0.00021942853927612305,85,85,85,96
99,block_foul_diff,0.00214460983370199,0.086150624,0.030926543961248047,0.03924533625303261,0.00010211467742919922,70,76,83,116
100,concentration_diff,0.0021259974962490372,0.11358922,0.024736456445010508,0.046470436158920804,8.289813995361328e-05,34,90,67,117
101,fgpct_diff,0.0021181670746166876,0.07009562,0.02885399308511488,0.04197838722621973,0.00015071630477905273,94,82,78,107
102,def_stability_diff,0.002101041482216834,0.08317392,0.028647146637991727,0.058569576065828764,0.0,74,83,49,127
103,def_fgpct_diff,0.002088314958105143,0.054974854,0.0215150387556827,0.06394359585151542,0.0001633167266845703,106,100,45,105
104,ft_dependency_diff,0.002085162591041187,0.06633744,0.030204836632585334,0.03665566768982929,0.0001537322998046875,101,79,88,106
105,bimodal_diff,0.0020656770422074152,0.09491664,0.025293350436706257,0.043232219619851506,0.00011199712753295898,60,87,74,114
106,fta_rate_diff,0.002036740718058168,0.08440222,0.02443083978462123,0.045470736064987076,0.00012557506561279298,72,91,70,113
107,transition_dep_diff,0.002024075905628893,0.06622937,0.03427029388755504,0.03275627957510689,7.290840148925782e-05,102,68,98,121
108,momentum_halflife_diff,0.0019913612759343345,0.06158753,0.020723860377615227,0.022993236897325322,0.00037906169891357424,103,101,106,79
109,def_versatility_diff,0.0019110350886087015,0.08677783,0.017837677523038956,0.04019365685342042,0.00020632743835449218,69,106,82,97
110,opp_fta_rate_diff,0.0019014572028834681,0.07577275,0.02500579900639809,0.055328813608943095,0.0,84,88,56,127
111,floor_diff,0.0018208424924608885,0.082351215,0.004896881703589929,0.036791430780308734,0.00042768716812133787,77,123,87,71
112,roll_star_dep_diff,0.0017884137574752464,0.02545174,0.023944153393736574,0.013866477039894971,0.00036880970001220705,118,94,117,80
113,ceiling_diff,0.0017400033513404758,0.05829873,0.01750646421030168,0.033206227428487924,0.00024312734603881836,105,108,96,92
114,after_loss_either,0.0017130072957425178,0.07484508,0.01341129116723415,0.04354940130309836,0.00018993616104125976,87,113,72,101
115,garbage_adj_ppp_diff,0.0016699611459020847,0.066396214,0.016507508187493254,0.030280427283453402,0.0002210855484008789,100,112,101,95
116,centrality_diff,0.0015097667374754215,0.036959663,0.009384363789519977,0.019843634730478316,0.0004128098487854004,115,121,113,73
117,has_ats_data,0.001492540185001198,0.031065734,0.030468476184701627,0.013678206730613564,7.649660110473633e-05,116,78,118,120
118,matchup_ft,0.0014659357396569009,0.082877666,0.012624949439866903,0.0313106018909477,0.00013040304183959962,75,115,100,112
119,is_conf_tourney,0.0012782951108864053,0.012779808,0.0,0.0,0.0006554245948791504,123,128,127,46
120,style_familiarity,0.001230440902307085,0.037473153,0.01767956376684672,0.016557621023656658,0.00013147592544555665,114,107,115,111
121,spread_regime,0.001202626806034725,0.00092182466,0.011727059949957205,0.0,0.0004330873489379883,128,116,127,70
122,roll_garbage_diff,0.0010668938483172955,0.07193994,0.009773808616109134,0.024213278633340225,4.347562789916992e-05,92,119,104,124
123,rank_diff,0.0009972979655962755,0.03824196,0.004191595624746014,0.02020657530660175,0.0002249002456665039,113,124,111,94
124,roll_bench_diff,0.0008831000293028431,0.019167565,0.020514742415571684,0.007771386935348118,0.0,121,102,123,127
125,importance,0.0006653475130043948,0.015068761,0.007216696066072048,0.02002278521877244,5.435943603515625e-05,122,122,112,123
126,consistency_x_spread,0.0006123804042358071,0.011922021,0.004162433741062845,0.008919495376949515,0.00016345977783203126,124,125,121,104
127,is_midweek,0.00048146182623004383,0.0113798035,0.0,0.004088595629344141,0.00020205974578857422,125,128,124,99
128,has_mkt,0.00028788487536828943,0.0033216972,0.0,0.0,0.00014641284942626954,126,128,127,108
129,roll_clutch_ft_diff,0.0002527589159768075,0.0,0.00023362415328216998,0.0,0.00013215541839599608,129,126,127,110
